1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,YearRemodAdd
-0.7934337933349002,1.2135946255658314,0.15389519340718963,-0.5905546548144746,0.5754248369676035,1.194810341562622,-0.9445906057378156,0.35100032086652694,0.21271213278604129,1.0175980835384009,0.3703334392167798,0.7359943387625092,-0.20714170777431132,-0.22087508895451458,0.5141038909843643,0.2165031608388436,-0.5171998069472914,0.6514792433257054,0.8786680880058696
-0.6278260340246571,1.2412809065565933,0.15389519340718963,0.3466299060867567,0.09290718208021594,1.194810341562622,-0.3016429789415173,0.6317262300586839,0.21271213278604129,0.9342258499825047,0.5150125617367655,0.7359943387625092,0.07347997855047012,-0.08463612407340275,0.32591492750506834,-0.07036145903455729,-0.5171998069472914,0.6514792433257054,0.8302145675160463
-0.5217335632165325,-0.7567457049433843,0.15389519340718963,-0.5905546548144746,-0.49927357619066876,0.682046350180662,-0.06166956894008201,0.7908042452675729,-1.1201621756586806,0.8091674996486605,0.3836591478699364,0.7359943387625092,-0.09689747386100432,-0.44794003042303426,-0.5707501337786359,-0.1760484242510734,-0.5171998069472914,0.6514792433257054,-0.720298088158301
-0.045611255199583686,-0.7567457049433843,1.4161816112414418,1.2838144669879878,0.4635684715164364,1.194810341562622,-0.17486457365774016,1.6984846849888804,0.21271213278604129,0.8925397332045566,1.299325699608267,0.7359943387625092,0.37514829134961014,0.6419716886258603,1.366489196155293,0.5637603322645395,-0.5171998069472914,1.3747946009344731,0.7333075265363995
-0.9486910676882531,0.549123881787548,-2.3706776422613145,-0.5905546548144746,0.632449650727022,1.194810341562622,-1.1392860138521876,0.03284429044874903,-1.1201621756586806,0.6007369157589201,-0.2921446481115758,-0.7710908429952241,0.3606160968792197,0.6873846769195642,-0.5707501337786359,-0.25153911369144205,-0.5171998069472914,-0.7951514718918303,0.4910399240872828
1.3749928051335953,-0.7567457049433843,0.15389519340718963,1.2838144669879878,2.029557587832776,1.194810341562622,-0.5665192899808374,0.7627316543483571,0.21271213278604129,1.059284200316349,0.33987467658099335,0.7359943387625092,-0.04337890939763529,0.23325479398252483,0.4587541958433949,0.15611060928654868,-0.5171998069472914,1.3747946009344731,0.9755751289855163
-0.3638886676239571,0.9782612371443561,-1.1083912244270624,-0.5905546548144746,-0.9730181828073765,-1.3690096153471782,0.8710572699334213,-0.023300891389682367,-1.1201621756586806,-1.9838023244738607,0.49216848975992566,-0.7710908429952241,-0.44065903960886155,-0.8566569250663697,-0.5707501337786359,-0.704483250333654,-0.5171998069472914,0.6514792433257054,-1.689368497954768
-0.22156949946671697,-0.7567457049433843,-1.1083912244270624,-0.5905546548144746,0.8934478367797453,1.194810341562622,-0.9672296066813473,-1.2538161266819705,0.21271213278604129,-1.650313390250276,-0.8346913575615222,-0.7710908429952241,-0.31037039952949874,-0.9020699133600736,-0.5707501337786359,-0.644090698781359,0.38174271465157283,-0.7951514718918303,-1.689368497954768
-0.3173114853179513,-0.7567457049433843,0.15389519340718963,-0.5905546548144746,1.014077250501592,-0.34348163258325815,-0.9808130072474662,-0.41631716425870213,-1.1201621756586806,-0.566474354023626,-0.9051272461567784,-0.7710908429952241,0.06846887700895615,0.0061898525140051276,-0.5707501337786359,-0.704483250333654,-0.5171998069472914,-0.7951514718918303,-0.9625656906074178
0.0501307306516506,1.878065369344115,1.4161816112414418,-0.5905546548144746,1.215857360727227,0.16928235879870188,-0.8834653031902803,1.2306081696686189,1.5455864412307632,1.100970317094297,1.5391884553650854,2.2430795205202427,0.1410296273300782,0.6873846769195642,1.0122511472530888,-0.38742235468410563,-0.5171998069472914,2.0981099585432412,1.0240286494753397
